Parent	Child	-	Weight	Probability	Score
G45	G35	-1	-0.124979	0.938334	-0.35893
G52	G35	1	0.090812	0.766776	0.213121
G54	G35	-1	-0.104455	0.658479	-0.210517
G58	G35	1	0.10885	0.749321	0.249639
G60	G35	1	0.086738	0.569968	0.151313
G64	G35	-1	-0.119175	0.858556	-0.313162
G65	G35	1	0.172474	0.996035	0.525793
G66	G35	1	0.091477	0.6271	0.175575
G68	G35	1	0.077567	0.55955	0.132841
G71	G35	1	0.115783	0.797424	0.282586
G72	G35	-1	-0.126505	0.848128	-0.328385
G75	G35	1	0.15626	0.984445	0.470821
G77	G35	1	0.112112	0.748256	0.256755
G79	G35	1	0.104729	0.671066	0.215104
G80	G35	1	0.089818	0.513456	0.141151
G81	G35	-1	-0.163734	0.983941	-0.493087
G84	G35	1	0.150461	0.908153	0.418215
G86	G35	1	0.101347	0.61786	0.191653
G88	G35	-1	-0.109155	0.669377	-0.223631
G91	G35	-1	-0.103183	0.832316	-0.262853
G92	G35	1	0.149685	0.970884	0.444795
G93	G35	1	0.089067	0.748748	0.204112
G94	G35	1	0.207604	0.999731	0.635234
G96	G35	1	0.091623	0.771607	0.21638
G97	G35	1	0.132462	0.861928	0.349444
G100	G35	-1	-0.099309	0.824193	-0.250515
G1	G36	-1	-0.125726	0.619347	-0.238328
G4	G36	1	0.32673	0.999991	1
G5	G36	1	0.122221	0.741825	0.277499
G7	G36	-1	-0.196334	0.991369	-0.595725
G8	G36	1	0.189621	0.958658	0.556373
G10	G36	1	0.234556	0.995759	0.714852
G11	G36	-1	-0.189348	0.781498	-0.452902
G12	G36	1	0.2851	0.999701	0.872335
G13	G36	-1	-0.127915	0.534422	-0.209229
G15	G36	-1	-0.184703	0.771911	-0.436373
G17	G36	-1	-0.181882	0.940407	-0.523504
G21	G36	-1	-0.269003	0.998764	-0.822311
G26	G36	1	0.190409	0.981251	0.57185
G27	G36	1	0.170945	0.917088	0.479825
G30	G36	-1	-0.116938	0.669394	-0.239581
G32	G36	-1	-0.212314	0.858317	-0.557754
G34	G36	-1	-0.121368	0.546385	-0.202963
G39	G36	-1	-0.182543	0.859684	-0.480308
G43	G36	1	0.263553	0.99991	0.806575
G48	G36	-1	-0.129717	0.762607	-0.302771
G49	G36	1	0.128512	0.678107	0.266721
G51	G36	1	0.261216	0.999822	0.799353
G52	G36	1	0.174273	0.954665	0.509209
G53	G36	-1	-0.252762	0.997798	-0.771914
G54	G36	1	0.144207	0.685231	0.302441
G56	G36	-1	-0.144743	0.805854	-0.357
G58	G36	-1	-0.183016	0.910881	-0.510231
G59	G36	1	0.150546	0.675044	0.311041
G60	G36	1	0.151336	0.756243	0.350284
G62	G36	1	0.151853	0.799757	0.371703
G71	G36	-1	-0.129895	0.663985	-0.263978
G75	G36	-1	-0.146174	0.836772	-0.374362
G76	G36	-1	-0.118316	0.680061	-0.246267
G82	G36	1	0.149531	0.655244	0.299882
G84	G36	-1	-0.106456	0.513291	-0.167244
G85	G36	-1	-0.096402	0.573255	-0.169141
G90	G36	1	0.162612	0.926736	0.461236
G96	G36	-1	-0.135798	0.861933	-0.358247
G98	G36	1	0.176755	0.96155	0.520187
G100	G36	1	0.115025	0.699592	0.246292
G2	G37	1	0.127314	0.741116	0.288787
G4	G37	1	0.222622	0.999054	0.680726
G7	G37	1	0.124216	0.909015	0.345593
G9	G37	-1	-0.188456	0.927284	-0.534858
G14	G37	1	0.161615	0.816301	0.403783
G15	G37	-1	-0.196265	0.920985	-0.553236
G19	G37	-1	-0.194566	0.937094	-0.55804
G21	G37	-1	-0.175757	0.956694	-0.514639
G22	G37	1	0.126524	0.731794	0.283386
G27	G37	1	0.164162	0.971325	0.488036
G29	G37	-1	-0.097337	0.598939	-0.178434
G30	G37	-1	-0.11168	0.745997	-0.254992
G33	G37	-1	-0.216808	0.986372	-0.654534
G36	G37	1	0.121384	0.869778	0.323136
G37	G37	1	0.268916	1	0.823062
G42	G37	-1	-0.095942	0.673854	-0.197875
G43	G37	1	0.090265	0.613665	0.169539
G44	G37	1	0.08896	0.576091	0.156856
G45	G37	-1	-0.083574	0.599847	-0.153435
G46	G37	1	0.09172	0.634775	0.178197
G47	G37	1	0.098227	0.705554	0.212117
G51	G37	1	0.136984	0.931986	0.390746
G52	G37	1	0.122675	0.889385	0.333935
G54	G37	1	0.093887	0.526756	0.151366
G55	G37	-1	-0.085056	0.56039	-0.145886
G60	G37	1	0.11183	0.663039	0.22694
G62	G37	1	0.18447	0.987028	0.557276
G63	G37	1	0.218596	0.999886	0.668972
G64	G37	-1	-0.087042	0.534427	-0.142374
G71	G37	-1	-0.108051	0.641352	-0.212099
G73	G37	-1	-0.163782	0.893317	-0.447803
G74	G37	-1	-0.213969	0.998385	-0.653829
G77	G37	1	0.128939	0.758192	0.299212
G78	G37	-1	-0.121172	0.634628	-0.235363
G83	G37	1	0.077936	0.52792	0.125928
G89	G37	-1	-0.195041	0.996422	-0.594819
G93	G37	1	0.084551	0.621518	0.160837
G96	G37	-1	-0.173244	0.992411	-0.526217
G100	G37	1	0.143803	0.96425	0.424397
G1	G38	1	0.097529	0.805988	0.240589
G4	G38	-1	-0.099631	0.887949	-0.270768
G5	G38	1	0.071214	0.739483	0.161179
G7	G38	-1	-0.05559	0.542208	-0.092253
G8	G38	1	0.17131	0.999883	0.524262
G12	G38	1	0.072609	0.638842	0.141971
G14	G38	-1	-0.073644	0.514372	-0.115939
G17	G38	-1	-0.072833	0.637632	-0.142139
G18	G38	1	0.088848	0.842344	0.229061
G26	G38	-1	-0.084123	0.846547	-0.217962
G32	G38	-1	-0.14495	0.928877	-0.412091
G34	G38	1	0.084421	0.63808	0.164871
G35	G38	1	0.053335	0.52359	0.085472
G40	G38	1	0.076032	0.801691	0.186559
G47	G38	-1	-0.089899	0.875076	-0.240778
G48	G38	1	0.088192	0.844199	0.227872
G50	G38	1	0.063723	0.503851	0.098269
G52	G38	1	0.064469	0.65156	0.128565
G54	G38	1	0.12368	0.919566	0.348097
G56	G38	1	0.102034	0.923773	0.288486
G60	G38	1	0.103746	0.857781	0.272374
G63	G38	1	0.076469	0.799235	0.187059
G67	G38	-1	-0.064268	0.560484	-0.110248
G69	G38	-1	-0.06204	0.527206	-0.100108
G70	G38	1	0.078259	0.545128	0.130571
G75	G38	-1	-0.084771	0.791823	-0.205443
G76	G38	-1	-0.07025	0.653336	-0.140476
G78	G38	1	0.090739	0.665803	0.184908
G81	G38	-1	-0.062352	0.53531	-0.102158
G83	G38	-1	-0.054612	0.512037	-0.085587
G84	G38	1	0.075352	0.595172	0.137264
G90	G38	-1	-0.092473	0.906944	-0.256692
G91	G38	-1	-0.070976	0.724632	-0.157414
G97	G38	1	0.09804	0.808936	0.242736
G99	G38	1	0.059573	0.566001	0.1032
G4	G39	1	0.128645	0.927088	0.365031
G7	G39	1	0.088154	0.782987	0.211256
G10	G39	-1	-0.143912	0.978605	-0.431041
G12	G39	1	0.074657	0.537771	0.122881
G22	G39	1	0.191825	0.995881	0.584695
G23	G39	-1	-0.149966	0.970028	-0.44524
G26	G39	-1	-0.149628	0.994808	-0.455584
G27	G39	-1	-0.172536	0.997387	-0.526696
G28	G39	-1	-0.102973	0.772798	-0.243558
G29	G39	1	0.081132	0.593527	0.147383
G30	G39	-1	-0.089943	0.719214	-0.19799
G32	G39	1	0.111302	0.64395	0.219367
G34	G39	1	0.09472	0.602715	0.174731
G35	G39	-1	-0.071151	0.612999	-0.133492
G39	G39	1	0.200444	0.998218	0.612398
G40	G39	1	0.16372	0.99848	0.500331
G42	G39	1	0.216406	0.999998	0.662345
G46	G39	-1	-0.079551	0.635226	-0.154663
G47	G39	1	0.090559	0.754943	0.209249
G53	G39	1	0.124447	0.908192	0.345923
G61	G39	1	0.156289	0.923457	0.441732
G62	G39	1	0.104042	0.762919	0.242942
G66	G39	1	0.130227	0.921986	0.367487
G69	G39	1	0.078289	0.569188	0.136387
G72	G39	1	0.095582	0.659511	0.192937
G76	G39	1	0.108981	0.89189	0.297493
G80	G39	1	0.151355	0.907673	0.420476
G83	G39	1	0.080981	0.679272	0.168361
G85	G39	1	0.084916	0.70423	0.183028
G90	G39	-1	-0.190927	0.999843	-0.584272
G96	G39	-1	-0.076898	0.666275	-0.156815
G97	G39	1	0.124906	0.856979	0.327618
G98	G39	-1	-0.134708	0.985466	-0.406305
G100	G39	-1	-0.131927	0.979642	-0.395563
G5	G40	1	0.094255	0.804533	0.232095
G6	G40	-1	-0.127411	0.72293	-0.281915
G7	G40	1	0.112913	0.931621	0.321957
G13	G40	1	0.160989	0.862979	0.425218
G18	G40	-1	-0.117725	0.876806	-0.315929
G19	G40	1	0.096073	0.562682	0.165456
G20	G40	-1	-0.093389	0.525085	-0.150087
G23	G40	-1	-0.152585	0.975166	-0.455414
G25	G40	1	0.129522	0.792654	0.314226
G26	G40	1	0.142997	0.989057	0.432877
G27	G40	1	0.199794	0.999691	0.611314
G28	G40	1	0.104001	0.750903	0.239022
G33	G40	1	0.135086	0.850913	0.351812
G40	G40	1	0.132024	0.977481	0.39498
G42	G40	1	0.099006	0.827997	0.250904
G43	G40	1	0.121917	0.946788	0.353292
G49	G40	1	0.138931	0.960689	0.408505
G52	G40	1	0.073608	0.600225	0.135225
G55	G40	1	0.17816	0.997846	0.544114
G58	G40	1	0.102416	0.722185	0.226377
G60	G40	-1	-0.077441	0.501641	-0.118899
G67	G40	-1	-0.079536	0.561899	-0.136784
G81	G40	1	0.078647	0.559958	0.134789
G89	G40	1	0.114296	0.827626	0.289522
G90	G40	-1	-0.069486	0.527369	-0.112158
G91	G40	-1	-0.108192	0.871565	-0.28861
G92	G40	1	0.074191	0.530868	0.120546
G93	G40	1	0.129533	0.976441	0.387117
G96	G40	1	0.084798	0.722038	0.187397
G97	G40	1	0.084401	0.551028	0.142343
G1	G41	1	0.123087	0.780417	0.294005
G2	G41	1	0.090114	0.546259	0.150663
G10	G41	1	0.141823	0.941096	0.408503
G14	G41	-1	-0.100391	0.536104	-0.164725
G15	G41	1	0.147296	0.776263	0.349957
G16	G41	1	0.181154	0.985062	0.54617
G19	G41	1	0.152511	0.831053	0.387923
G31	G41	1	0.144329	0.883909	0.390461
G36	G41	-1	-0.157226	0.996056	-0.479319
G39	G41	1	0.091353	0.520131	0.145429
G45	G41	-1	-0.166813	0.9931	-0.507037
G48	G41	1	0.099081	0.737697	0.223708
G51	G41	-1	-0.117173	0.870375	-0.312139
G54	G41	-1	-0.114486	0.695782	-0.243804
G55	G41	1	0.224035	0.999879	0.685613
G57	G41	1	0.119063	0.840848	0.306414
G62	G41	-1	-0.160258	0.974692	-0.478084
G63	G41	-1	-0.084385	0.652783	-0.168597
G65	G41	1	0.082614	0.571847	0.144594
G69	G41	1	0.178564	0.994004	0.543246
G75	G41	1	0.184276	0.995633	0.561544
G78	G41	1	0.098227	0.543684	0.163453
G79	G41	-1	-0.11688	0.71455	-0.255616
G83	G41	-1	-0.114721	0.893178	-0.313615
G84	G41	1	0.157466	0.910066	0.438606
G85	G41	-1	-0.09598	0.728929	-0.214132
G90	G41	-1	-0.076911	0.559089	-0.13161
G91	G41	1	0.069472	0.504304	0.10723
G92	G41	-1	-0.094028	0.651487	-0.187491
G97	G41	1	0.178795	0.97522	0.53367
G98	G41	-1	-0.102813	0.803169	-0.252739
G4	G42	1	0.111698	0.747986	0.255714
G5	G42	1	0.126314	0.930993	0.359926
G10	G42	1	0.09491	0.618511	0.17967
G11	G42	-1	-0.193959	0.922783	-0.547804
G12	G42	1	0.208731	0.998275	0.637755
G14	G42	-1	-0.203701	0.961682	-0.59957
G16	G42	-1	-0.112001	0.644261	-0.22085
G17	G42	-1	-0.173912	0.981858	-0.522629
G18	G42	-1	-0.083729	0.563494	-0.144404
G19	G42	1	0.146885	0.775255	0.348528
G27	G42	1	0.099724	0.695588	0.212308
G28	G42	1	0.231049	0.999827	0.70704
G31	G42	1	0.121632	0.718218	0.267375
G36	G42	1	0.153568	0.990631	0.465615
G41	G42	1	0.139678	0.823536	0.352067
G43	G42	1	0.131799	0.929841	0.37509
G46	G42	-1	-0.128994	0.914093	-0.360891
G51	G42	1	0.19382	0.998932	0.592584
G53	G42	-1	-0.202177	0.99639	-0.616563
G54	G42	1	0.187217	0.962131	0.551309
G57	G42	1	0.145355	0.924605	0.41134
G60	G42	1	0.114365	0.700929	0.245348
G62	G42	1	0.156048	0.950911	0.454166
G63	G42	1	0.21344	0.999886	0.653194
G65	G42	1	0.128803	0.879356	0.346663
G67	G42	1	0.085295	0.553929	0.144608
G69	G42	-1	-0.122668	0.808783	-0.303655
G72	G42	1	0.153336	0.89952	0.422153
G73	G42	-1	-0.154586	0.864902	-0.409216
G77	G42	-1	-0.178398	0.976522	-0.533198
G80	G42	1	0.1842	0.933104	0.52606
G81	G42	1	0.136419	0.896662	0.374387
G82	G42	1	0.146376	0.782019	0.35035
G83	G42	-1	-0.142403	0.963424	-0.419906
G88	G42	-1	-0.12968	0.737229	-0.292611
G92	G42	1	0.154271	0.956213	0.451497
G93	G42	-1	-0.146382	0.968763	-0.43403
G95	G42	1	0.169344	0.981158	0.508539
G98	G42	1	0.081082	0.58784	0.145882
G2	G43	-1	-0.153433	0.873215	-0.410067
G4	G43	-1	-0.155722	0.937771	-0.446954
G5	G43	-1	-0.079324	0.567255	-0.13772
G6	G43	-1	-0.138984	0.704714	-0.299773
G7	G43	-1	-0.078312	0.563013	-0.134947
G10	G43	1	0.188732	0.993282	0.573764
G11	G43	1	0.130701	0.650377	0.260172
G13	G43	1	0.159175	0.777422	0.378744
G16	G43	-1	-0.227052	0.998826	-0.694114
G19	G43	1	0.098847	0.520127	0.157358
G23	G43	-1	-0.09918	0.590796	-0.179341
G24	G43	1	0.196323	0.991084	0.595522
G28	G43	1	0.222286	0.999371	0.679914
G29	G43	-1	-0.163722	0.948162	-0.475122
G30	G43	1	0.077585	0.513535	0.121945
G31	G43	1	0.100439	0.563877	0.173341
G36	G43	1	0.130734	0.911169	0.364587
G37	G43	1	0.199647	0.998794	0.610316
G38	G43	1	0.164051	0.842398	0.422973
G42	G43	-1	-0.172427	0.991582	-0.523298
G43	G43	1	0.122002	0.871632	0.325473
G44	G43	-1	-0.126945	0.847275	-0.329196
G45	G43	1	0.078121	0.567894	0.135785
G46	G43	1	0.197536	0.999314	0.604177
G49	G43	-1	-0.104602	0.666268	-0.213306
G50	G43	-1	-0.154056	0.883135	-0.416411
G52	G43	1	0.232015	0.999947	0.710083
G53	G43	1	0.175694	0.978045	0.525933
G54	G43	-1	-0.2071	0.979118	-0.620628
G55	G43	-1	-0.09687	0.667584	-0.197929
G56	G43	1	0.131534	0.863818	0.347757
G57	G43	-1	-0.161607	0.951993	-0.47088
G58	G43	1	0.200595	0.988611	0.606963
G59	G43	-1	-0.10023	0.531865	-0.16316
G61	G43	1	0.135743	0.716732	0.297777
G62	G43	-1	-0.17304	0.975108	-0.516434
G64	G43	1	0.182529	0.989676	0.552893
G65	G43	-1	-0.085275	0.55276	-0.14427
G66	G43	-1	-0.166008	0.951581	-0.483495
G69	G43	1	0.090689	0.570984	0.158487
G73	G43	1	0.094739	0.504746	0.146359
G74	G43	1	0.113101	0.705986	0.244386
G76	G43	1	0.120423	0.842348	0.310467
G77	G43	1	0.122909	0.741992	0.279125
G80	G43	1	0.128224	0.673204	0.2642
G81	G43	1	0.128488	0.836374	0.328911
G83	G43	1	0.153885	0.980441	0.461777
G85	G43	1	0.146264	0.953851	0.427007
G89	G43	1	0.178108	0.988014	0.538594
G90	G43	-1	-0.134828	0.924077	-0.381333
G91	G43	1	0.106464	0.794266	0.258811
G93	G43	1	0.121456	0.894334	0.332457
G95	G43	1	0.159559	0.963894	0.470723
G99	G43	-1	-0.116725	0.837368	-0.299154
G1	G44	-1	-0.094556	0.549448	-0.159013
G5	G44	-1	-0.105885	0.820699	-0.265971
G16	G44	-1	-0.135647	0.810043	-0.336305
G22	G44	-1	-0.194511	0.976924	-0.581596
G24	G44	1	0.090429	0.531515	0.147109
G26	G44	1	0.118174	0.835811	0.302306
G28	G44	1	0.221804	0.999444	0.67849
G31	G44	1	0.212471	0.993582	0.64613
G35	G44	1	0.087624	0.61113	0.163897
G37	G44	1	0.156575	0.973909	0.46672
G40	G44	1	0.113358	0.827188	0.286993
G43	G44	1	0.081681	0.516829	0.129207
G47	G44	1	0.154785	0.967145	0.458179
G49	G44	-1	-0.097301	0.618014	-0.184048
G51	G44	-1	-0.148707	0.962184	-0.437931
G52	G44	1	0.199726	0.999018	0.610694
G53	G44	1	0.086534	0.517768	0.137131
G57	G44	-1	-0.101259	0.649555	-0.201309
G62	G44	-1	-0.106241	0.656102	-0.213343
G63	G44	1	0.159461	0.98293	0.479726
G66	G44	-1	-0.177597	0.975807	-0.530415
G71	G44	-1	-0.093256	0.543677	-0.155178
G75	G44	-1	-0.114726	0.785461	-0.275806
G85	G44	1	0.094073	0.637211	0.18347
G89	G44	1	0.178927	0.989623	0.541954
G92	G44	1	0.179723	0.985875	0.542303
G94	G44	1	0.196676	0.995185	0.59906
G95	G44	1	0.108664	0.721554	0.239978
G96	G44	1	0.166414	0.988412	0.503434
G99	G44	-1	-0.23588	0.999959	-0.72192
G100	G44	-1	-0.071104	0.53372	-0.11615
G1	G45	1	0.097353	0.6501	0.193706
G7	G45	1	0.114095	0.93906	0.327926
G8	G45	-1	-0.107267	0.832204	-0.27322
G10	G45	1	0.146468	0.977766	0.438321
G13	G45	1	0.170226	0.904446	0.471222
G16	G45	-1	-0.128698	0.85489	-0.336743
G17	G45	-1	-0.145657	0.963085	-0.429351
G18	G45	-1	-0.196063	0.998903	-0.599425
G19	G45	1	0.099778	0.594369	0.181513
G24	G45	1	0.128322	0.914195	0.359051
G31	G45	1	0.106151	0.702479	0.228231
G33	G45	1	0.174156	0.973545	0.518932
G34	G45	1	0.088565	0.540918	0.146625
G35	G45	1	0.079045	0.674653	0.163219
G36	G45	1	0.153171	0.998257	0.467986
G37	G45	1	0.091575	0.735926	0.206265
G39	G45	1	0.091412	0.5659	0.158328
G40	G45	1	0.08158	0.709063	0.177045
G44	G45	-1	-0.073706	0.530912	-0.119768
G45	G45	1	0.087524	0.743767	0.199241
G47	G45	1	0.114865	0.904678	0.318051
G48	G45	1	0.146274	0.983378	0.440255
G49	G45	-1	-0.113895	0.830782	-0.289605
G52	G45	1	0.168658	0.997952	0.515147
G53	G45	1	0.092184	0.671399	0.189431
G55	G45	-1	-0.078393	0.601838	-0.144402
G58	G45	1	0.172745	0.988518	0.522643
G60	G45	-1	-0.119396	0.810719	-0.296261
G63	G45	1	0.191478	0.99993	0.586009
G65	G45	1	0.145163	0.976093	0.433674
G70	G45	1	0.109923	0.652304	0.21946
G75	G45	-1	-0.109791	0.83279	-0.279845
G76	G45	1	0.071572	0.504266	0.110463
G83	G45	1	0.066445	0.520232	0.105798
G85	G45	1	0.136665	0.973362	0.407144
G89	G45	1	0.133261	0.945369	0.385585
G91	G45	1	0.076587	0.634894	0.148823
G93	G45	1	0.115555	0.939175	0.332161
G1	G46	1	0.122411	0.684617	0.256498
G3	G46	-1	-0.193664	0.994334	-0.589382
G4	G46	1	0.20336	0.992437	0.617709
G5	G46	1	0.122567	0.850032	0.318878
G12	G46	-1	-0.22078	0.997597	-0.674111
G16	G46	1	0.145519	0.802584	0.357457
G18	G46	-1	-0.12246	0.797536	-0.298924
G19	G46	-1	-0.150707	0.745274	-0.343767
G20	G46	-1	-0.131074	0.622595	-0.249769
G24	G46	1	0.092984	0.522243	0.148627
G25	G46	1	0.12221	0.621124	0.232328
G26	G46	-1	-0.200969	0.997923	-0.61382
G30	G46	-1	-0.109727	0.71668	-0.240687
G31	G46	-1	-0.119081	0.649344	-0.236665
G35	G46	-1	-0.17781	0.992017	-0.539873
G36	G46	1	0.292965	1	0.896666
G37	G46	1	0.094497	0.582441	0.168456
G38	G46	-1	-0.102614	0.523384	-0.164378
G39	G46	1	0.225074	0.991004	0.68268
G41	G46	-1	-0.142918	0.778458	-0.340515
G42	G46	1	0.09138	0.587129	0.164209
G43	G46	-1	-0.139318	0.919076	-0.391899
G45	G46	1	0.175676	0.983421	0.528772
G47	G46	1	0.111195	0.739562	0.251695
G48	G46	-1	-0.15295	0.939763	-0.43993
G50	G46	-1	-0.139455	0.785632	-0.335328
G51	G46	1	0.255713	0.99999	0.782642
G52	G46	1	0.262528	0.999975	0.803489
G54	G46	1	0.11275	0.602377	0.207875
G56	G46	1	0.134729	0.83601	0.344738
G58	G46	1	0.100128	0.568998	0.174375
G60	G46	1	0.164559	0.89606	0.45131
G63	G46	-1	-0.141033	0.939785	-0.405663
G64	G46	-1	-0.121813	0.770555	-0.287284
G66	G46	1	0.126573	0.744432	0.288391
G69	G46	-1	-0.156717	0.927077	-0.444679
G70	G46	-1	-0.125537	0.612442	-0.235316
G72	G46	-1	-0.11875	0.670012	-0.243517
G75	G46	1	0.164645	0.954215	0.480851
G76	G46	1	0.161801	0.970949	0.480832
G79	G46	1	0.101014	0.52572	0.162538
G85	G46	1	0.230335	0.999408	0.70456
G89	G46	-1	-0.117418	0.683898	-0.245778
G93	G46	1	0.13608	0.908309	0.378306
G94	G46	1	0.091788	0.535766	0.150514
G96	G46	-1	-0.191186	0.995875	-0.582742
G98	G46	1	0.170822	0.981793	0.513308
G99	G46	1	0.095099	0.619254	0.180244
G100	G46	1	0.080112	0.528869	0.129677
G2	G47	1	0.20027	0.986978	0.604976
G3	G47	-1	-0.137632	0.941363	-0.396544
G4	G47	1	0.168272	0.979153	0.504288
G5	G47	1	0.08446	0.648684	0.167687
G6	G47	-1	-0.198466	0.95786	-0.581841
G7	G47	1	0.127173	0.944301	0.367554
G10	G47	-1	-0.128461	0.868216	-0.341363
G12	G47	-1	-0.125487	0.839173	-0.322305
G13	G47	1	0.111328	0.571328	0.194673
G15	G47	-1	-0.162276	0.832459	-0.413459
G17	G47	1	0.137318	0.906546	0.381007
G18	G47	-1	-0.078502	0.531641	-0.127736
G27	G47	1	0.078306	0.537598	0.128846
G30	G47	-1	-0.102616	0.718858	-0.225775
G31	G47	-1	-0.161154	0.934188	-0.460777
G34	G47	1	0.116897	0.666983	0.238635
G36	G47	1	0.151503	0.991644	0.459824
G37	G47	1	0.076721	0.512759	0.120405
G38	G47	-1	-0.12853	0.699965	-0.275358
G42	G47	1	0.153954	0.988241	0.46566
G46	G47	1	0.106641	0.807443	0.263542
G47	G47	1	0.182131	0.997177	0.555867
G48	G47	-1	-0.135275	0.919513	-0.380708
G49	G47	1	0.100819	0.67085	0.207007
G52	G47	1	0.111411	0.851421	0.290327
G61	G47	1	0.11359	0.614947	0.213793
G62	G47	1	0.192673	0.996677	0.587749
G64	G47	-1	-0.12771	0.860169	-0.33622
G66	G47	1	0.100531	0.641935	0.197518
G72	G47	-1	-0.132089	0.817368	-0.330445
G74	G47	-1	-0.207167	0.999033	-0.633455
G76	G47	1	0.182074	0.998832	0.556615
G79	G47	1	0.091984	0.527737	0.148574
G80	G47	-1	-0.09871	0.527478	-0.159361
G83	G47	1	0.092888	0.708249	0.201356
G84	G47	-1	-0.202504	0.984543	-0.610216
G85	G47	1	0.14192	0.957663	0.415979
G87	G47	-1	-0.183638	0.962562	-0.541012
G89	G47	-1	-0.089157	0.520187	-0.141948
G91	G47	-1	-0.095041	0.721379	-0.209842
G92	G47	1	0.097267	0.665776	0.198202
G94	G47	1	0.237364	0.999939	0.726445
G2	G48	1	0.102477	0.587905	0.184396
G3	G48	-1	-0.133296	0.902782	-0.368311
G6	G48	-1	-0.197614	0.937244	-0.566874
G7	G48	1	0.154187	0.98327	0.464019
G8	G48	1	0.174456	0.985506	0.526212
G15	G48	-1	-0.137912	0.68043	-0.28721
G16	G48	1	0.154024	0.891528	0.420279
G17	G48	1	0.148433	0.920364	0.418125
G19	G48	-1	-0.210055	0.960832	-0.617726
G21	G48	-1	-0.163039	0.920114	-0.459142
G31	G48	-1	-0.129849	0.741878	-0.29484
G34	G48	1	0.105949	0.561196	0.181982
G35	G48	1	0.07932	0.565959	0.137398
G36	G48	1	0.133765	0.944827	0.386821
G40	G48	-1	-0.13438	0.933241	-0.383835
G45	G48	1	0.095657	0.701317	0.205328
G46	G48	1	0.093779	0.650251	0.186639
G47	G48	1	0.088619	0.621474	0.168565
G49	G48	1	0.122782	0.801241	0.301101
G51	G48	1	0.207085	0.999683	0.633616
G52	G48	1	0.151314	0.974559	0.45134
G55	G48	1	0.087284	0.579682	0.15486
G63	G48	1	0.09574	0.710177	0.208102
G64	G48	-1	-0.088202	0.542397	-0.146424
G67	G48	1	0.125405	0.802048	0.307844
G72	G48	-1	-0.091275	0.504633	-0.140975
G74	G48	-1	-0.179863	0.988273	-0.544044
G75	G48	-1	-0.094253	0.612016	-0.176552
G76	G48	1	0.177497	0.997056	0.541661
G79	G48	1	0.164016	0.917447	0.460557
G81	G48	1	0.215648	0.998582	0.65909
G83	G48	-1	-0.084771	0.581841	-0.150962
G89	G48	-1	-0.11525	0.700132	-0.246965
G91	G48	-1	-0.28082	1	-0.859494
G94	G48	1	0.087777	0.550391	0.147866
G95	G48	1	0.086282	0.570369	0.150622
G97	G48	1	0.125664	0.7391	0.284269
G1	G49	1	0.088356	0.551403	0.149114
G3	G49	-1	-0.124213	0.917133	-0.348672
G8	G49	1	0.10436	0.787891	0.251661
G10	G49	-1	-0.205715	0.999643	-0.629399
G13	G49	1	0.138346	0.731664	0.309809
G16	G49	1	0.093395	0.557021	0.159225
G19	G49	-1	-0.125011	0.703645	-0.269227
G21	G49	-1	-0.114543	0.701918	-0.246076
G28	G49	-1	-0.132618	0.894137	-0.36293
G29	G49	1	0.169992	0.988775	0.514448
G30	G49	-1	-0.078139	0.550905	-0.131753
G37	G49	1	0.077432	0.551332	0.130661
G39	G49	1	0.190295	0.986825	0.574754
G41	G49	-1	-0.094559	0.562124	-0.162686
G46	G49	1	0.187546	0.999869	0.573939
G51	G49	1	0.17214	0.997972	0.525795
G52	G49	1	0.098161	0.793181	0.238301
G59	G49	-1	-0.220757	0.994808	-0.672154
G62	G49	1	0.182165	0.996287	0.555474
G64	G49	-1	-0.118703	0.843706	-0.306527
G66	G49	1	0.168455	0.981785	0.506192
G68	G49	1	0.100276	0.740474	0.227259
G70	G49	1	0.096901	0.523826	0.155357
G76	G49	1	0.14758	0.988764	0.446618
G83	G49	1	0.080041	0.615023	0.150668
G84	G49	1	0.084658	0.520785	0.13494
G87	G49	1	0.105236	0.636383	0.204974
G88	G49	1	0.114333	0.691781	0.242079
G89	G49	-1	-0.135739	0.923825	-0.383804
G94	G49	1	0.082056	0.562127	0.141175
G95	G49	1	0.17737	0.995002	0.540158
G96	G49	-1	-0.066983	0.510552	-0.10467
G99	G49	1	0.140421	0.976343	0.419614
G3	G50	1	0.099489	0.825795	0.251457
G4	G50	-1	-0.166468	0.995559	-0.507239
G5	G50	-1	-0.089466	0.835204	-0.228701
G6	G50	1	0.148957	0.884547	0.403272
G7	G50	1	0.114319	0.937015	0.327855
G8	G50	-1	-0.156001	0.993342	-0.474287
G10	G50	-1	-0.166195	0.997598	-0.507445
G15	G50	1	0.087097	0.523042	0.13943
G17	G50	1	0.078223	0.567991	0.135986
G18	G50	1	0.11798	0.915334	0.330525
G20	G50	1	0.126122	0.760833	0.293694
G22	G50	-1	-0.161957	0.972197	-0.481915
G30	G50	-1	-0.074529	0.616286	-0.140581
G31	G50	1	0.085935	0.569101	0.149683
G33	G50	1	0.080811	0.532691	0.131753
G34	G50	-1	-0.150638	0.945961	-0.436138
G35	G50	1	0.073661	0.613541	0.138325
G36	G50	-1	-0.067997	0.55179	-0.114837
G40	G50	1	0.159635	0.997857	0.487541
G51	G50	-1	-0.11881	0.953314	-0.346662
G52	G50	1	0.122037	0.958401	0.357976
