SourceGENES	TargetGENES	Edges	Interaction
TCF3	TFPT	1	0.008114018
SNAI3	MAFB	-1	0.008108784
SNAI1	SPI1	1	0.008103401
TFPT	ELK1	1	0.00809945
NFATC1	RREB1	-1	0.008062944
NFATC1	TCF3	1	0.008059831
CEBPD	EGR2	1	0.008035299
SNAI3	SNAI1	1	0.008018404
NFYA	TCFL5	1	0.007991585
TFPT	PRDM1	-1	0.007985186
NFYA	TRIM28	1	0.007972609
NFYA	FLI1	1	0.007954977
SMAD3	KLF13	1	0.007926655
NFATC1	SMAD4	-1	0.007898669
NFATC1	STAT1	-1	0.007892197
TCF3	NFE2L1	1	0.007815711
SNAI1	RREB1	-1	0.007803347
SNAI1	TCF3	-1	0.007799839
NFYA	SP3	1	0.00779338
NFATC1	RUNX1	-1	0.007728082
SNAI3	CEBPB	1	0.00768494
SNAI3	SMAD3	1	0.007600095
SNAI1	SMAD4	-1	0.00759675
TCF3	SNAI1	-1	0.007566189
SNAI1	STAT1	-1	0.007550584
SMAD3	PPARG	1	0.007493544
TCF3	CEBPB	1	0.007378418
HOXA10	KLF13	1	0.007367634
NFATC1	TCFL5	-1	0.007365355
SNAI1	RUNX1	-1	0.00736334
NFYA	IRF8	1	0.007338722
SNAI3	CEBPD	-1	0.007329279
HOXA10	MYEF2	-1	0.007327946
HOXA10	SNAI3	-1	0.007317185
MYB	VDR	1	0.007292716
SNAI3	PPARD	1	0.007278389
TCF3	SMAD3	-1	0.007252854
NFATC1	FLI1	-1	0.007237717
HOXA10	SPIB	1	0.00721341
RREB1	VDR	-1	0.007211353
NFYA	HOXA13	1	0.007210611
MYB	CBFB	1	0.007210367
TCF3	MAFB	-1	0.007200006
FLI1	ETS1	1	0.007132572
NFYA	HOXA10	-1	0.007124241
SNAI1	TCFL5	-1	0.007112205
NFATC1	TRIM28	1	0.007025669
SNAI1	FLI1	-1	0.007003875
NFYA	MYB	1	0.00698394
SNAI1	TRIM28	1	0.006975832
SMAD3	SNAI3	1	0.006957463
NFATC1	IRF8	-1	0.006934606
TCF3	CEBPD	1	0.006874675
SNAI3	NFATC2	1	0.006855056
NFATC1	SP3	1	0.006804709
SNAI1	SP3	1	0.00677924
SNAI3	NFYA	1	0.006764132
SMAD3	FOSB	-1	0.006760118
HOXA13	EGR2	1	0.006745048
SNAI3	RXRB	1	0.006715614
RREB1	CBFB	-1	0.00671489
NFATC1	HOXA13	1	0.006705832
SNAI3	UHRF1	-1	0.006638692
TCF3	PPARD	1	0.00662904
SNAI3	SPI1	-1	0.006623688
SNAI1	IRF8	-1	0.006621721
TCF3	NFATC2	1	0.006620326
KLF13	EGR2	-1	0.006600924
NFATC1	HOXA10	1	0.006534816
MYB	TFPT	-1	0.006529316
HOXA10	ELK1	-1	0.006504714
SNAI3	NFYC	1	0.006481337
SNAI1	HOXA13	-1	0.006457514
TCF3	NFYA	1	0.00641173
NFATC1	MYB	1	0.006360659
SNAI1	HOXA10	1	0.006295729
NFYA	LMO2	1	0.006287599
RREB1	TFPT	1	0.00627438
RREB1	NFE2L1	-1	0.006270026
SMAD3	ELK1	-1	0.006255865
SMAD3	PRDM1	-1	0.006251358
MYB	NFE2L1	1	0.006245159
TCF3	RXRB	1	0.006220191
FLI1	NFATC1	-1	0.006192587
SNAI1	MYB	1	0.006191801
TCF3	UHRF1	1	0.006181022
NFYA	KLF10	-1	0.00617852
TFPT	VDR	1	0.006154953
TCFL5	EGR2	-1	0.006138862
NFATC1	KLF10	1	0.006136122
TFPT	CBFB	-1	0.006095179
TCF3	NFYC	1	0.006064211
FLI1	FOS	1	0.006046046
RREB1	SNAI1	-1	0.006023269
TCF3	SPI1	-1	0.006021743
MYB	MAFB	-1	0.006012083
MYB	SNAI1	1	0.005982057
SNAI3	TCF3	-1	0.005939582
SNAI3	RREB1	1	0.005920033
RREB1	MAFB	-1	0.005919416
HOXA10	BCL6	-1	0.005911532
SNAI3	SMAD4	1	0.005845105
NFATC1	LMO2	-1	0.005824359
MYB	CEBPB	1	0.005815575
MYB	SMAD3	1	0.005774462
SNAI3	STAT1	1	0.005757694
HOXA10	FOSB	1	0.005755164
RREB1	CEBPB	1	0.005734743
RREB1	SMAD3	1	0.005720046
SNAI1	KLF10	1	0.005676102
FLI1	KLF13	1	0.005640437
TCF3	TCF3	1	0.005631712
TCF3	RREB1	1	0.005627182
SNAI3	RUNX1	-1	0.005616021
SNAI1	LMO2	1	0.005582478
TCF3	SMAD4	-1	0.005505912
MYB	CEBPD	1	0.005478381
RREB1	CEBPD	1	0.005476726
TCF3	STAT1	1	0.005458143
SNAI3	TCFL5	1	0.005449551
RREB1	PPARD	1	0.005425634
FLI1	MYEF2	1	0.005402978
MYB	PPARD	-1	0.005393721
FLI1	SNAI3	1	0.005371684
TCF3	RUNX1	-1	0.00532561
TFPT	MAFB	1	0.005316148
TFPT	TFPT	1	0.005295395
SNAI3	FLI1	1	0.00528452
FLI1	SPIB	1	0.005228662
RREB1	NFATC2	1	0.005193886
SNAI3	TRIM28	-1	0.00519383
TFPT	NFE2L1	1	0.00518929
MYB	NFATC2	1	0.005188108
TCF3	TCFL5	1	0.005146696
RREB1	NFYA	1	0.0051337
SNAI3	IRF8	-1	0.005131669
RREB1	RXRB	-1	0.005064627
SNAI3	SP3	1	0.005053938
TCF3	FLI1	1	0.005044165
MYB	NFYA	1	0.005036749
SMAD3	CBFB	-1	0.005021921
TCF3	TRIM28	1	0.004992495
HOXA10	PPARG	-1	0.004989039
RREB1	UHRF1	-1	0.004983271
MYB	RXRB	1	0.004981541
SNAI3	HOXA13	-1	0.004952768
MYB	UHRF1	1	0.004939091
RREB1	SPI1	1	0.004930592
RREB1	NFYC	1	0.004923021
MYB	SPI1	-1	0.004896997
TFPT	SNAI1	1	0.004888418
HOXA10	CBFB	-1	0.004871403
TCF3	SP3	1	0.004854731
SMAD3	VDR	1	0.004825715
TCF3	IRF8	-1	0.004815465
FLI1	BCL6	-1	0.004809045
MYB	NFYC	1	0.004795391
SNAI3	HOXA10	-1	0.004783486
HOXA10	TFPT	1	0.004729522
HOXA10	PRDM1	1	0.004706953
SNAI3	MYB	-1	0.004697075
TCF3	HOXA13	1	0.004674847
TFPT	SMAD3	1	0.004633099
TFPT	PPARD	-1	0.0046252
SNAI3	KLF10	1	0.004624094
TFPT	CEBPB	1	0.004596256
NFYA	EGR2	1	0.004579136
HOXA10	VDR	1	0.004560741
TCF3	HOXA10	1	0.004539371
TFPT	CEBPD	-1	0.004509835
FLI1	ELK1	1	0.004490613
RREB1	TCF3	1	0.004465607
TCF3	MYB	1	0.004464645
MYB	TCF3	1	0.004427638
RREB1	RREB1	1	0.004427491
MYB	RREB1	1	0.004418107
NFATC1	EGR2	1	0.004405122
RREB1	STAT1	1	0.004365273
RREB1	SMAD4	1	0.004364822
MYB	SMAD4	1	0.004353742
SMAD3	TFPT	1	0.004349484
HOXA10	CEBPB	1	0.004325778
RREB1	RUNX1	1	0.004280439
SNAI3	LMO2	1	0.004273202
MYB	STAT1	1	0.004268454
TFPT	SPI1	1	0.004221964
TCF3	KLF10	1	0.004211195
TFPT	RXRB	1	0.004162297
MYB	RUNX1	1	0.004158188
SNAI1	EGR2	-1	0.004144781
HOXA10	SMAD3	1	0.00411548
TFPT	UHRF1	-1	0.004113823
TFPT	NFYA	-1	0.004108777
HOXA10	SNAI1	1	0.004095441
SMAD3	MAFB	-1	0.004092342
RREB1	TCFL5	1	0.004091313
TFPT	NFATC2	-1	0.004089923
RREB1	FLI1	1	0.004079166
FLI1	FOSB	1	0.004066033
HOXA10	NFE2L1	1	0.004063095
MYB	TCFL5	1	0.004061548
TCF3	LMO2	-1	0.00403988
SMAD3	NFE2L1	1	0.004023138
TFPT	NFYC	1	0.003962169
MYB	FLI1	1	0.003927875
RREB1	TRIM28	-1	0.003912958
MYB	TRIM28	1	0.003906803
HOXA10	NFATC2	1	0.00385257
RREB1	SP3	1	0.003830688
MYB	IRF8	1	0.003828857
RREB1	IRF8	1	0.003813904
MYB	SP3	1	0.003809445
SMAD3	SNAI1	-1	0.003802167
SMAD3	SMAD3	1	0.003749289
SMAD3	CEBPB	1	0.003746921
MYB	HOXA13	1	0.003691462
RREB1	HOXA13	1	0.003691292
HOXA10	CEBPD	1	0.003684475
RREB1	HOXA10	-1	0.00365166
FLI1	PRDM1	-1	0.003633757
FLI1	CBFB	-1	0.003625058
TFPT	TCF3	1	0.003597903
TFPT	RREB1	1	0.003597002
TFPT	SMAD4	-1	0.003570123
SMAD3	PPARD	1	0.003537992
RREB1	MYB	1	0.003530366
MYB	HOXA10	1	0.003528182
SMAD3	CEBPD	1	0.003527583
MYB	MYB	1	0.003514102
FLI1	PPARG	1	0.003508451
TFPT	STAT1	1	0.003488315
FLI1	TFPT	1	0.003460287
HOXA10	NFYA	-1	0.003458644
MYB	KLF10	-1	0.003438991
RREB1	KLF10	-1	0.003420362
TFPT	RUNX1	-1	0.003404151
TFPT	TCFL5	1	0.00331122
FLI1	VDR	1	0.003299638
SNAI3	EGR2	1	0.003296158
SMAD3	NFATC2	1	0.003289532
RREB1	LMO2	1	0.003261883
HOXA10	MAFB	1	0.003205637
SMAD3	RXRB	1	0.003204399
SMAD3	SPI1	1	0.003200948
HOXA10	RREB1	-1	0.003191956
SMAD3	UHRF1	1	0.003172784
TFPT	IRF8	1	0.003172761
HOXA10	UHRF1	1	0.003170513
MYB	LMO2	-1	0.003163558
TFPT	FLI1	1	0.003154898
SMAD3	NFYA	-1	0.00314998
FLI1	CEBPB	1	0.003139203
HOXA10	PPARD	-1	0.003135378
HOXA10	TCF3	1	0.003102223
TFPT	TRIM28	1	0.003099451
HOXA10	NFYC	-1	0.003058611
HOXA10	RXRB	-1	0.003056604
TCF3	EGR2	1	0.003044329
TFPT	HOXA13	1	0.003025048
SMAD3	NFYC	1	0.00301951
TFPT	SP3	1	0.003010734
HOXA10	SMAD4	-1	0.003004743
FLI1	SMAD3	-1	0.002987879
HOXA10	STAT1	-1	0.002951041
TFPT	KLF10	-1	0.002949682
HOXA10	TRIM28	1	0.002881908
FLI1	NFE2L1	-1	0.002866349
FLI1	SNAI1	-1	0.002859082
HOXA10	RUNX1	-1	0.002850233
TFPT	HOXA10	1	0.002845063
TFPT	MYB	-1	0.002844058
HOXA10	SPI1	1	0.002843143
HOXA10	TCFL5	1	0.002793527
SMAD3	TCF3	-1	0.002790624
SMAD3	RREB1	1	0.002778212
SMAD3	SMAD4	1	0.002769133
FLI1	NFATC2	1	0.002747339
HOXA10	SP3	1	0.002744489
HOXA10	FLI1	-1	0.002658279
SMAD3	STAT1	1	0.002644451
HOXA10	IRF8	1	0.002640327
FLI1	CEBPD	1	0.002602976
HOXA10	HOXA13	1	0.002592249
SMAD3	TCFL5	-1	0.002576405
TFPT	LMO2	1	0.002573388
SMAD3	RUNX1	1	0.002559447
HOXA10	MYB	1	0.00248912
SMAD3	TRIM28	1	0.002468557
RREB1	EGR2	1	0.00245842
SMAD3	IRF8	1	0.002450108
MYB	EGR2	-1	0.002449787
SMAD3	SP3	-1	0.002420071
SMAD3	FLI1	-1	0.002418549
HOXA10	HOXA10	1	0.002379311
FLI1	NFYA	1	0.002361769
FLI1	MAFB	-1	0.002361183
SMAD3	HOXA13	1	0.002343152
SMAD3	KLF10	1	0.002276286
FLI1	PPARD	1	0.002240957
FLI1	UHRF1	-1	0.002229612
SMAD3	MYB	1	0.002224261
FLI1	RXRB	1	0.002194385
SMAD3	HOXA10	1	0.002171462
FLI1	RREB1	1	0.002149113
FLI1	TCF3	1	0.002140347
FLI1	NFYC	1	0.00213783
HOXA10	LMO2	1	0.002098881
FLI1	SMAD4	-1	0.00207706
TFPT	EGR2	-1	0.002057373
HOXA10	KLF10	-1	0.0020432
FLI1	TRIM28	1	0.002034084
FLI1	SPI1	1	0.001993102
FLI1	SP3	-1	0.00198993
FLI1	STAT1	1	0.001976279
SMAD3	LMO2	1	0.00196652
FLI1	TCFL5	-1	0.00195149
FLI1	RUNX1	1	0.001890575
FLI1	FLI1	1	0.001852836
FLI1	IRF8	1	0.001796516
FLI1	HOXA13	1	0.001772311
FLI1	MYB	1	0.001730251
FLI1	HOXA10	-1	0.00165531
SMAD3	EGR2	-1	0.001591657
HOXA10	EGR2	-1	0.001529425
FLI1	KLF10	-1	0.001463017
FLI1	LMO2	1	0.001461216
FLI1	EGR2	-1	0.001091283
JUN	BCL6	1	9.50E-36
JUN	ETS1	1	8.06E-36
SP3	BCL6	1	6.03E-36
JUN	PPARG	1	5.92E-36
CEBPB	BCL6	-1	5.91E-36
JUN	SPIB	-1	5.53E-36
JUN	MYEF2	-1	5.23E-36
TRIM28	BCL6	-1	5.15E-36
NFATC2	BCL6	-1	5.02E-36
JUN	FOS	1	4.85E-36
SP3	ETS1	-1	4.85E-36
CEBPB	ETS1	-1	4.79E-36
JUN	NFATC1	1	4.56E-36
JUN	JUN	1	4.52E-36
JUN	FOSB	-1	4.44E-36
JUN	KLF13	1	4.31E-36
JUN	PRDM1	1	4.30E-36
NFATC2	ETS1	1	3.88E-36
SP3	JUN	-1	3.84E-36
TRIM28	ETS1	1	3.80E-36
JUN	SNAI3	1	3.70E-36
CEBPB	PPARG	1	3.46E-36
SP3	PPARG	-1	3.32E-36
JUN	ELK1	-1	3.29E-36
SP3	SPIB	1	3.21E-36
CEBPB	SPIB	1	3.19E-36
CEBPB	JUN	1	3.06E-36
JUN	CBFB	-1	3.01E-36
CEBPB	MYEF2	1	2.98E-36
SP3	MYEF2	-1	2.96E-36
NFATC2	JUN	-1	2.93E-36
SP3	NFATC1	1	2.93E-36
TRIM28	PPARG	-1	2.83E-36
JUN	MAFB	1	2.81E-36
JUN	VDR	-1	2.77E-36
NFATC2	PPARG	1	2.71E-36
CEBPB	NFATC1	-1	2.66E-36
CEBPB	FOS	-1	2.65E-36
SP3	PRDM1	1	2.58E-36
SP3	FOS	1	2.57E-36
CEBPB	PRDM1	1	2.56E-36
SP3	KLF13	1	2.56E-36
CEBPB	FOSB	1	2.52E-36
NFATC2	SPIB	1	2.52E-36
SP3	FOSB	-1	2.50E-36
CEBPB	KLF13	1	2.48E-36
TRIM28	SPIB	-1	2.48E-36
SP3	SNAI3	1	2.41E-36
NFATC2	MYEF2	-1	2.34E-36
TRIM28	JUN	-1	2.33E-36
TRIM28	MYEF2	-1	2.26E-36
CEBPB	SNAI3	1	2.24E-36
NFATC2	NFATC1	1	2.16E-36
JUN	PPARD	1	2.14E-36
JUN	TFPT	1	2.13E-36
NFATC2	PRDM1	-1	2.11E-36
JUN	NFE2L1	1	2.11E-36
TRIM28	PRDM1	1	2.07E-36
SP3	CBFB	1	2.03E-36
NFATC2	KLF13	1	2.02E-36
TRIM28	NFATC1	1	1.98E-36
NFATC2	FOS	1	1.97E-36
JUN	SPI1	-1	1.97E-36
TRIM28	FOSB	-1	1.94E-36
NFATC2	FOSB	-1	1.94E-36
NFATC2	SNAI3	1	1.85E-36
CEBPB	CBFB	1	1.85E-36
TRIM28	FOS	-1	1.84E-36
JUN	SNAI1	1	1.83E-36
TRIM28	KLF13	1	1.82E-36
JUN	CEBPD	1	1.78E-36
CEBPB	ELK1	1	1.76E-36
JUN	SMAD3	1	1.73E-36
SP3	ELK1	-1	1.73E-36
JUN	RXRB	1	1.72E-36
JUN	UHRF1	-1	1.68E-36
SP3	MAFB	1	1.64E-36
CEBPB	MAFB	1	1.63E-36
TRIM28	SNAI3	-1	1.62E-36
SP3	VDR	1	1.57E-36
CEBPB	VDR	-1	1.56E-36
NFATC2	CBFB	1	1.56E-36
JUN	CEBPB	1	1.56E-36
JUN	NFYC	1	1.51E-36
JUN	NFYA	1	1.48E-36
TRIM28	CBFB	1	1.44E-36
JUN	KLF10	1	1.39E-36
JUN	SMAD4	1	1.35E-36
SP3	TFPT	1	1.34E-36
JUN	NFATC2	-1	1.34E-36
TRIM28	MAFB	-1	1.30E-36
NFATC2	MAFB	1	1.30E-36
JUN	RREB1	-1	1.30E-36
JUN	TCF3	-1	1.29E-36
JUN	IRF8	-1	1.26E-36
NFATC2	ELK1	1	1.26E-36
JUN	STAT1	1	1.23E-36
CEBPB	TFPT	1	1.23E-36
JUN	TCFL5	-1	1.22E-36
NFATC2	VDR	-1	1.21E-36
JUN	RUNX1	-1	1.20E-36
CEBPB	PPARD	1	1.18E-36
TRIM28	ELK1	1	1.17E-36
SP3	PPARD	-1	1.15E-36
TRIM28	VDR	-1	1.14E-36
JUN	HOXA13	1	1.13E-36
CEBPB	NFE2L1	1	1.12E-36
SP3	NFE2L1	1	1.11E-36
CEBPB	SPI1	1	1.08E-36
SP3	SPI1	1	1.04E-36
JUN	FLI1	1	1.03E-36
JUN	TRIM28	-1	1.02E-36
JUN	MYB	-1	1.02E-36
JUN	SP3	-1	9.92E-37
SP3	SMAD3	-1	9.91E-37
NFATC2	TFPT	-1	9.89E-37
CEBPB	SMAD3	1	9.81E-37
CEBPB	CEBPD	1	9.51E-37
SP3	CEBPD	1	9.45E-37
CEBPB	SNAI1	-1	9.45E-37
JUN	HOXA10	1	9.24E-37
SP3	SNAI1	1	9.23E-37
CEBPB	RXRB	1	9.12E-37
JUN	LMO2	-1	8.98E-37
CEBPB	UHRF1	1	8.96E-37
NFATC2	PPARD	-1	8.94E-37
SP3	CEBPB	1	8.83E-37
JUN	EGR2	1	8.78E-37
SP3	RXRB	1	8.73E-37
TRIM28	PPARD	1	8.72E-37
SP3	UHRF1	1	8.66E-37
TRIM28	TFPT	1	8.49E-37
CEBPB	CEBPB	1	8.30E-37
NFATC2	NFE2L1	-1	8.17E-37
NFATC2	SPI1	1	8.05E-37
TRIM28	SPI1	1	7.97E-37
CEBPB	KLF10	1	7.80E-37
SP3	KLF10	-1	7.73E-37
CEBPB	NFYC	1	7.60E-37
NFATC2	SMAD3	1	7.58E-37
TRIM28	NFE2L1	1	7.56E-37
CEBPB	NFYA	-1	7.46E-37
CEBPB	NFATC2	-1	7.04E-37
SP3	NFYC	-1	7.03E-37
SP3	NFATC2	1	7.02E-37
NFATC2	CEBPD	-1	6.93E-37
SP3	NFYA	1	6.92E-37
CEBPB	SMAD4	1	6.92E-37
SP3	SMAD4	1	6.85E-37
CEBPB	IRF8	-1	6.69E-37
NFATC2	RXRB	1	6.65E-37
SP3	IRF8	1	6.62E-37
NFATC2	SNAI1	1	6.59E-37
CEBPB	RREB1	1	6.54E-37
CEBPB	TCF3	1	6.50E-37
NFATC2	UHRF1	-1	6.47E-37
SP3	RREB1	1	6.40E-37
SP3	TCF3	1	6.33E-37
TRIM28	CEBPD	1	6.24E-37
NFATC2	CEBPB	-1	6.23E-37
TRIM28	RXRB	1	6.22E-37
CEBPB	TCFL5	-1	6.21E-37
TRIM28	SMAD3	1	6.18E-37
SP3	TCFL5	1	6.10E-37
TRIM28	UHRF1	1	6.01E-37
NFATC2	KLF10	1	5.99E-37
CEBPB	STAT1	-1	5.98E-37
TRIM28	SNAI1	1	5.84E-37
TRIM28	KLF10	1	5.82E-37
CEBPB	HOXA13	1	5.81E-37
SP3	HOXA13	1	5.77E-37
CEBPB	RUNX1	-1	5.77E-37
SP3	STAT1	-1	5.48E-37
CEBPB	MYB	1	5.22E-37
SP3	TRIM28	1	5.21E-37
CEBPB	TRIM28	1	5.18E-37
SP3	SP3	1	5.14E-37
NFATC2	NFYC	-1	5.14E-37
CEBPB	SP3	1	5.13E-37
SP3	MYB	1	5.13E-37
SP3	RUNX1	1	5.11E-37
NFATC2	NFATC2	1	5.03E-37
CEBPB	FLI1	1	4.91E-37
NFATC2	NFYA	1	4.90E-37
TRIM28	CEBPB	1	4.84E-37
NFATC2	SMAD4	1	4.78E-37
CEBPB	EGR2	-1	4.75E-37
TRIM28	NFYC	1	4.74E-37
NFATC2	IRF8	1	4.70E-37
SP3	EGR2	-1	4.67E-37
NFATC2	TCF3	1	4.36E-37
TRIM28	IRF8	-1	4.35E-37
TRIM28	SMAD4	1	4.32E-37
CEBPB	LMO2	-1	4.31E-37
TRIM28	NFYA	1	4.30E-37
NFATC2	TCFL5	1	4.29E-37
NFATC2	RREB1	1	4.29E-37
SP3	FLI1	-1	4.27E-37
CEBPB	HOXA10	1	4.14E-37
NFATC2	HOXA13	1	3.97E-37
SP3	LMO2	1	3.93E-37
TRIM28	TCF3	1	3.81E-37
TRIM28	TCFL5	1	3.79E-37
TRIM28	RREB1	-1	3.78E-37
TRIM28	NFATC2	1	3.77E-37
SP3	HOXA10	1	3.76E-37
NFATC2	SP3	1	3.70E-37
NFATC2	STAT1	1	3.70E-37
NFATC2	MYB	1	3.59E-37
TRIM28	HOXA13	-1	3.58E-37
NFATC2	TRIM28	1	3.58E-37
NFATC2	EGR2	-1	3.52E-37
NFATC2	RUNX1	-1	3.46E-37
TRIM28	EGR2	-1	3.33E-37
TRIM28	STAT1	1	3.31E-37
TRIM28	RUNX1	1	3.12E-37
TRIM28	MYB	1	3.07E-37
NFATC2	FLI1	1	3.03E-37
TRIM28	SP3	1	2.82E-37
TRIM28	TRIM28	1	2.78E-37
NFATC2	LMO2	1	2.75E-37
TRIM28	FLI1	1	2.45E-37
NFATC2	HOXA10	1	2.44E-37
TRIM28	LMO2	-1	2.41E-37
TRIM28	HOXA10	1	2.08E-37
