SourceGENES	TargetGENES	Edges	Interaction
TFPT	RUNX1	1	0.004254815
TFPT	TCF3	1	0.004240821
HOXA10	KLF13	1	0.004228622
SNAI1	SMAD3	-1	0.004223624
SMAD3	UHRF1	1	0.004213422
RUNX1	NFATC2	1	0.004197065
SMAD3	SPI1	-1	0.004185306
HOXA10	MAFB	-1	0.00418411
RUNX1	HOXA10	1	0.00415579
SMAD4	LMO2	1	0.004154004
HOXA10	NFYA	-1	0.004136151
RUNX1	TRIM28	1	0.004105035
HOXA13	ELK1	1	0.004104929
SNAI3	PRDM1	-1	0.004099818
SNAI1	SP3	1	0.004099732
HOXA10	FOSB	-1	0.00408906
SNAI1	SNAI1	1	0.004087031
SNAI3	MYEF2	-1	0.004072928
SMAD3	RREB1	1	0.00404453
TFPT	NFATC2	-1	0.004024066
SMAD4	HOXA13	1	0.003996838
NFATC2	UHRF1	-1	0.003976175
SNAI1	KLF13	1	0.003975708
SNAI3	TFPT	1	0.003970265
SMAD4	KLF10	-1	0.003968277
TFPT	HOXA10	1	0.003941949
SNAI3	VDR	1	0.003935683
SMAD4	MYB	1	0.003930388
TFPT	TRIM28	1	0.003925561
SNAI1	CBFB	1	0.003914385
RUNX1	LMO2	1	0.003913812
NFATC2	RREB1	1	0.003893734
NFATC2	SPI1	1	0.003870976
TFPT	LMO2	-1	0.003861807
TFPT	KLF10	1	0.003850803
HOXA10	RREB1	-1	0.003821402
SNAI3	NFE2L1	-1	0.003815029
HOXA10	UHRF1	1	0.003804606
SMAD3	RXRB	1	0.003801267
SMAD3	SMAD4	1	0.003792024
RUNX1	HOXA13	1	0.003790451
SNAI1	NFYA	-1	0.00376288
RUNX1	MYB	1	0.003749033
SMAD3	IRF8	1	0.003740629
NFE2L1	EGR2	1	0.003718396
SMAD3	FLI1	1	0.003704751
NFATC2	SMAD4	1	0.003675703
SMAD3	TCFL5	1	0.003652772
TFPT	HOXA13	-1	0.003638551
SNAI1	SPI1	1	0.00363822
NFATC2	FLI1	1	0.003619413
RUNX1	KLF10	1	0.003618926
HOXA10	SPI1	1	0.003618225
SNAI1	UHRF1	-1	0.003606432
NFATC2	RXRB	1	0.00359471
HOXA10	SMAD4	-1	0.003587582
TFPT	MYB	-1	0.003571313
NFATC2	TCFL5	-1	0.003566944
SMAD3	NFYC	1	0.003556253
NFATC2	IRF8	1	0.003543627
HOXA10	FLI1	-1	0.00354334
SMAD3	CEBPD	1	0.003528372
HOXA10	TCFL5	-1	0.003493984
SMAD3	STAT1	1	0.003479679
SNAI3	CEBPB	1	0.003468356
HOXA10	IRF8	-1	0.003435964
SNAI1	RREB1	-1	0.003434867
SNAI3	PPARD	1	0.003417116
SMAD3	RUNX1	-1	0.003396035
HOXA10	RXRB	1	0.003387774
NFATC2	NFYC	1	0.003377796
NFATC2	CEBPD	-1	0.003377488
HOXA13	SNAI3	1	0.003374072
HOXA13	PPARG	-1	0.003369678
NFATC2	STAT1	1	0.00336338
SMAD3	TCF3	-1	0.003356935
SNAI3	MAFB	-1	0.003353941
HOXA10	STAT1	-1	0.00332286
NFATC2	RUNX1	1	0.003292266
HOXA10	CEBPD	1	0.003279064
HOXA10	RUNX1	1	0.003261862
SMAD3	NFATC2	1	0.003244212
SNAI1	RXRB	-1	0.003238841
SMAD3	TRIM28	-1	0.00323054
NFATC2	TCF3	1	0.003217504
SNAI3	FOSB	-1	0.003201447
SNAI1	IRF8	1	0.003196987
SMAD4	EGR2	-1	0.003194471
HOXA10	NFYC	-1	0.003190913
NFATC2	TRIM28	-1	0.003179074
SNAI1	SMAD4	1	0.003171019
SMAD3	HOXA10	1	0.00316724
HOXA10	TRIM28	1	0.003145216
NFATC2	NFATC2	1	0.003143673
HOXA10	TCF3	-1	0.003118107
SNAI1	FLI1	-1	0.003086471
NFATC2	HOXA10	1	0.003060766
SMAD3	LMO2	1	0.003058336
HOXA10	NFATC2	1	0.003049056
SNAI1	TCFL5	-1	0.003038174
TFPT	EGR2	-1	0.003023962
SNAI1	NFYC	1	0.003023445
SNAI3	SMAD3	1	0.003012438
SNAI1	CEBPD	-1	0.002991026
HOXA10	HOXA10	1	0.002952171
SNAI1	STAT1	-1	0.002946295
RUNX1	EGR2	-1	0.002940064
SNAI3	SNAI1	1	0.002931524
SMAD3	HOXA13	1	0.002930798
SMAD3	KLF10	1	0.002929058
NFATC2	LMO2	1	0.002919022
SNAI3	CBFB	1	0.002904105
SNAI3	SP3	-1	0.002889689
SMAD3	MYB	1	0.002881924
SNAI1	RUNX1	1	0.002870719
NFATC2	HOXA13	1	0.002854379
SNAI1	TCF3	-1	0.002850059
HOXA10	HOXA13	1	0.002815866
NFATC2	MYB	1	0.002810312
SNAI3	KLF13	1	0.002807447
HOXA10	LMO2	1	0.002800429
HOXA10	MYB	1	0.002767923
SNAI1	NFATC2	-1	0.002720596
HOXA13	SPIB	1	0.00270027
NFATC2	KLF10	-1	0.002691112
SNAI1	TRIM28	-1	0.002666053
SNAI1	HOXA10	1	0.002658802
SNAI3	NFYA	-1	0.00265185
SNAI3	SPI1	1	0.00264332
HOXA13	TFPT	-1	0.002611143
SNAI3	UHRF1	-1	0.002607206
HOXA13	MYEF2	1	0.002594404
SNAI1	LMO2	-1	0.002591746
SNAI1	KLF10	1	0.002549512
HOXA13	PRDM1	1	0.002514814
HOXA13	NFE2L1	1	0.002510207
HOXA10	KLF10	-1	0.002495972
SNAI1	HOXA13	1	0.002459686
HOXA13	VDR	-1	0.002449683
SNAI3	RREB1	1	0.00242725
SNAI1	MYB	-1	0.002417326
HOXA13	CEBPB	-1	0.002362403
SMAD3	EGR2	-1	0.002358354
SNAI3	IRF8	-1	0.002325399
SNAI3	RXRB	1	0.002313805
SNAI3	SMAD4	1	0.002261976
NFATC2	EGR2	-1	0.002218738
SNAI3	FLI1	1	0.002167024
SNAI3	TCFL5	1	0.002144704
SNAI3	NFYC	1	0.002142742
SNAI3	CEBPD	-1	0.002140028
HOXA13	PPARD	1	0.002115696
HOXA10	EGR2	-1	0.0021119
SNAI3	STAT1	1	0.002083097
HOXA13	MAFB	-1	0.002050036
SNAI3	RUNX1	-1	0.002024749
SNAI3	TCF3	1	0.002017608
SNAI1	EGR2	-1	0.002016394
HOXA13	SMAD3	1	0.002005908
HOXA13	SP3	-1	0.002005652
HOXA13	FOSB	1	0.001972241
HOXA13	SNAI1	1	0.001934357
SNAI3	NFATC2	1	0.001913691
SNAI3	TRIM28	-1	0.001889866
HOXA13	KLF13	1	0.001879074
SNAI3	KLF10	1	0.001876001
SNAI3	HOXA10	-1	0.001868194
HOXA13	CBFB	1	0.001857749
SNAI3	LMO2	1	0.001851414
HOXA13	NFYA	1	0.001746643
SNAI3	HOXA13	1	0.001727097
SNAI3	MYB	-1	0.001688642
HOXA13	UHRF1	-1	0.00167007
HOXA13	SPI1	-1	0.001666539
HOXA13	RREB1	1	0.001586541
HOXA13	RXRB	1	0.001505975
HOXA13	SMAD4	1	0.00149456
HOXA13	IRF8	1	0.001483729
SNAI3	EGR2	-1	0.001470024
HOXA13	FLI1	1	0.001453708
HOXA13	TCFL5	1	0.001433692
HOXA13	NFYC	-1	0.001404883
HOXA13	CEBPD	-1	0.001390591
HOXA13	STAT1	-1	0.001363197
HOXA13	RUNX1	1	0.001329865
HOXA13	TCF3	1	0.001319707
HOXA13	NFATC2	1	0.001274635
HOXA13	TRIM28	1	0.001268533
HOXA13	HOXA10	1	0.001242959
HOXA13	LMO2	-1	0.001207812
HOXA13	KLF10	-1	0.001173361
HOXA13	HOXA13	1	0.001146481
HOXA13	MYB	1	0.001126281
HOXA13	EGR2	-1	0.000938161
CEBPB	ETS1	-1	6.18E-36
TRIM28	BCL6	-1	5.94E-36
FLI1	ETS1	1	5.80E-36
TRIM28	ETS1	-1	5.65E-36
CEBPB	BCL6	-1	5.46E-36
FLI1	FOS	1	5.20E-36
CEBPB	NFATC1	-1	5.10E-36
CEBPB	FOS	1	4.86E-36
JUN	BCL6	1	4.83E-36
FLI1	NFATC1	-1	4.67E-36
FLI1	JUN	1	4.64E-36
FLI1	BCL6	1	4.62E-36
TRIM28	NFATC1	-1	4.45E-36
CEBPB	JUN	1	4.28E-36
TCFL5	ETS1	1	4.14E-36
MYB	ETS1	-1	3.88E-36
SP3	BCL6	-1	3.86E-36
FOS	ETS1	-1	3.82E-36
CEBPB	ELK1	1	3.75E-36
TRIM28	FOS	1	3.71E-36
FLI1	ELK1	1	3.70E-36
TCFL5	BCL6	1	3.66E-36
MYB	FOS	-1	3.63E-36
TRIM28	PPARG	-1	3.33E-36
MYB	JUN	-1	3.33E-36
TCFL5	NFATC1	-1	3.33E-36
FOS	FOS	1	3.31E-36
TCFL5	FOS	1	3.29E-36
CEBPB	PPARG	1	3.23E-36
MYB	NFATC1	1	3.14E-36
FLI1	SNAI3	1	3.12E-36
TRIM28	ELK1	1	3.11E-36
FOS	NFATC1	-1	3.09E-36
CEBPB	SNAI3	1	3.05E-36
FOS	BCL6	1	3.04E-36
FLI1	PPARG	1	3.01E-36
MYB	BCL6	-1	2.95E-36
FOS	JUN	1	2.90E-36
TRIM28	JUN	-1	2.74E-36
TCFL5	JUN	1	2.74E-36
TCFL5	ELK1	1	2.60E-36
SP3	NFATC1	1	2.54E-36
SP3	ETS1	1	2.52E-36
MYB	ELK1	1	2.49E-36
CEBPB	SPIB	-1	2.47E-36
FOS	ELK1	1	2.46E-36
CEBPB	TFPT	1	2.44E-36
FLI1	TFPT	1	2.42E-36
FLI1	SPIB	1	2.40E-36
CEBPB	PRDM1	1	2.37E-36
TRIM28	SNAI3	-1	2.34E-36
CEBPB	MYEF2	1	2.33E-36
FLI1	MYEF2	1	2.32E-36
JUN	ETS1	1	2.32E-36
TRIM28	PRDM1	1	2.30E-36
CEBPB	VDR	-1	2.30E-36
FLI1	PRDM1	-1	2.27E-36
TCFL5	PPARG	-1	2.25E-36
FLI1	NFE2L1	1	2.23E-36
JUN	NFATC1	-1	2.22E-36
FLI1	VDR	1	2.21E-36
TRIM28	SPIB	1	2.21E-36
MYB	SNAI3	-1	2.16E-36
FLI1	CEBPB	1	2.14E-36
CEBPB	NFE2L1	1	2.14E-36
TRIM28	VDR	1	2.07E-36
TCFL5	SNAI3	1	2.04E-36
FOS	SNAI3	-1	2.03E-36
TRIM28	MYEF2	-1	1.99E-36
CEBPB	CEBPB	1	1.99E-36
CEBPB	PPARD	1	1.98E-36
CEBPB	MAFB	1	1.96E-36
FOS	PPARG	1	1.96E-36
MYB	PPARG	-1	1.96E-36
TRIM28	TFPT	1	1.91E-36
FLI1	PPARD	1	1.90E-36
FLI1	MAFB	-1	1.85E-36
TRIM28	MAFB	1	1.85E-36
CEBPB	FOSB	1	1.82E-36
FLI1	SP3	1	1.82E-36
TRIM28	PPARD	1	1.81E-36
FLI1	SMAD3	1	1.80E-36
CEBPB	CBFB	-1	1.77E-36
FLI1	FOSB	-1	1.76E-36
TCFL5	SPIB	1	1.75E-36
FLI1	SNAI1	-1	1.74E-36
CEBPB	SMAD3	1	1.73E-36
FLI1	CBFB	-1	1.72E-36
CEBPB	SNAI1	-1	1.69E-36
TRIM28	FOSB	-1	1.68E-36
TRIM28	NFE2L1	1	1.67E-36
MYB	TFPT	-1	1.66E-36
FLI1	KLF13	1	1.66E-36
CEBPB	SP3	1	1.64E-36
TCFL5	PRDM1	-1	1.64E-36
TCFL5	TFPT	1	1.63E-36
TCFL5	MYEF2	1	1.62E-36
JUN	PPARG	-1	1.62E-36
FOS	SPIB	-1	1.60E-36
FOS	TFPT	-1	1.59E-36
TCFL5	VDR	1	1.59E-36
MYB	SPIB	1	1.59E-36
MYB	MYEF2	1	1.56E-36
FOS	MYEF2	1	1.53E-36
FLI1	NFYA	1	1.53E-36
MYB	NFE2L1	-1	1.52E-36
CEBPB	KLF13	1	1.51E-36
MYB	PRDM1	-1	1.50E-36
TCFL5	NFE2L1	1	1.49E-36
MYB	CEBPB	-1	1.49E-36
FLI1	UHRF1	-1	1.48E-36
CEBPB	SPI1	-1	1.48E-36
TRIM28	CEBPB	1	1.48E-36
FLI1	SPI1	1	1.47E-36
TRIM28	CBFB	1	1.47E-36
CEBPB	UHRF1	1	1.47E-36
MYB	VDR	1	1.47E-36
FOS	PRDM1	-1	1.47E-36
FOS	NFE2L1	1	1.46E-36
FOS	VDR	1	1.46E-36
CEBPB	NFYA	-1	1.45E-36
FLI1	RREB1	-1	1.39E-36
TCFL5	PPARD	-1	1.38E-36
FOS	CEBPB	1	1.37E-36
SP3	PPARG	1	1.37E-36
TCFL5	MAFB	-1	1.36E-36
TCFL5	CEBPB	-1	1.36E-36
CEBPB	IRF8	-1	1.35E-36
CEBPB	RREB1	1	1.33E-36
FLI1	SMAD4	1	1.33E-36
FLI1	IRF8	1	1.33E-36
FLI1	RXRB	1	1.33E-36
TRIM28	SMAD3	-1	1.33E-36
TRIM28	SPI1	1	1.29E-36
TRIM28	SNAI1	-1	1.28E-36
FLI1	FLI1	1	1.28E-36
TCFL5	FOSB	-1	1.28E-36
CEBPB	SMAD4	1	1.28E-36
MYB	SP3	1	1.27E-36
CEBPB	RXRB	1	1.27E-36
FLI1	TCFL5	-1	1.27E-36
MYB	PPARD	-1	1.26E-36
FOS	PPARD	1	1.26E-36
MYB	SMAD3	1	1.25E-36
FLI1	NFYC	1	1.23E-36
FLI1	CEBPD	-1	1.23E-36
FOS	MAFB	1	1.23E-36
TRIM28	UHRF1	1	1.22E-36
MYB	MAFB	-1	1.22E-36
TCFL5	CBFB	1	1.20E-36
CEBPB	FLI1	1	1.20E-36
FLI1	STAT1	1	1.20E-36
TRIM28	KLF13	-1	1.19E-36
CEBPB	CEBPD	1	1.19E-36
MYB	SNAI1	-1	1.19E-36
CEBPB	TCFL5	-1	1.19E-36
FOS	SMAD3	1	1.18E-36
TCFL5	SMAD3	1	1.18E-36
TCFL5	SNAI1	-1	1.17E-36
FLI1	RUNX1	1	1.17E-36
FOS	FOSB	1	1.16E-36
FOS	SP3	1	1.16E-36
CEBPB	NFYC	1	1.16E-36
MYB	CBFB	1	1.16E-36
MYB	FOSB	1	1.16E-36
FLI1	TCF3	-1	1.16E-36
FOS	SNAI1	1	1.15E-36
CEBPB	STAT1	-1	1.15E-36
TRIM28	SP3	1	1.14E-36
MYB	KLF13	1	1.14E-36
FOS	CBFB	-1	1.14E-36
FLI1	TRIM28	1	1.14E-36
TCFL5	SP3	1	1.13E-36
CEBPB	RUNX1	-1	1.12E-36
FLI1	NFATC2	1	1.12E-36
TRIM28	NFYA	1	1.11E-36
TRIM28	IRF8	-1	1.11E-36
CEBPB	TCF3	-1	1.10E-36
FLI1	HOXA10	-1	1.09E-36
CEBPB	KLF10	-1	1.08E-36
CEBPB	TRIM28	1	1.07E-36
TCFL5	KLF13	-1	1.07E-36
FLI1	LMO2	1	1.07E-36
FOS	KLF13	-1	1.06E-36
FLI1	KLF10	-1	1.05E-36
CEBPB	NFATC2	-1	1.05E-36
MYB	NFYA	-1	1.05E-36
TRIM28	RXRB	1	1.04E-36
TCFL5	SPI1	1	1.04E-36
TCFL5	UHRF1	-1	1.03E-36
CEBPB	LMO2	-1	1.03E-36
TRIM28	RREB1	-1	1.02E-36
TCFL5	NFYA	1	1.02E-36
FOS	NFYA	1	1.01E-36
FLI1	HOXA13	1	1.00E-36
MYB	UHRF1	-1	9.98E-37
CEBPB	HOXA10	1	9.97E-37
FLI1	MYB	1	9.83E-37
MYB	SPI1	-1	9.83E-37
FOS	UHRF1	1	9.82E-37
TRIM28	SMAD4	1	9.77E-37
FOS	SPI1	1	9.73E-37
TRIM28	KLF10	1	9.69E-37
MYB	RREB1	1	9.45E-37
TCFL5	RREB1	-1	9.42E-37
CEBPB	HOXA13	-1	9.41E-37
TRIM28	CEBPD	-1	9.38E-37
TCFL5	IRF8	1	9.33E-37
TRIM28	NFYC	1	9.30E-37
FOS	RREB1	1	9.27E-37
MYB	SMAD4	1	9.13E-37
CEBPB	MYB	-1	9.12E-37
MYB	RXRB	-1	9.02E-37
TCFL5	RXRB	-1	8.96E-37
MYB	IRF8	1	8.96E-37
TCFL5	SMAD4	1	8.91E-37
FOS	IRF8	1	8.89E-37
MYB	FLI1	1	8.87E-37
FOS	SMAD4	1	8.78E-37
TRIM28	FLI1	1	8.78E-37
JUN	PRDM1	1	8.76E-37
MYB	TCFL5	1	8.72E-37
TRIM28	TCFL5	1	8.71E-37
TRIM28	STAT1	1	8.67E-37
FOS	RXRB	1	8.66E-37
SP3	PRDM1	-1	8.62E-37
TRIM28	TCF3	1	8.55E-37
TCFL5	CEBPD	1	8.44E-37
FOS	FLI1	1	8.43E-37
CEBPB	EGR2	-1	8.43E-37
FLI1	EGR2	-1	8.41E-37
TRIM28	RUNX1	1	8.39E-37
MYB	NFYC	1	8.38E-37
TCFL5	TCFL5	1	8.36E-37
TCFL5	FLI1	-1	8.35E-37
FOS	TCFL5	1	8.33E-37
MYB	CEBPD	1	8.32E-37
TCFL5	NFYC	1	8.22E-37
TRIM28	LMO2	1	8.17E-37
FOS	CEBPD	1	8.14E-37
TCFL5	STAT1	-1	8.13E-37
MYB	STAT1	1	8.12E-37
FOS	NFYC	1	8.01E-37
FOS	STAT1	1	7.99E-37
MYB	RUNX1	1	7.96E-37
TCFL5	RUNX1	1	7.87E-37
TRIM28	NFATC2	-1	7.86E-37
MYB	TCF3	-1	7.85E-37
MYB	TRIM28	1	7.83E-37
TCFL5	TCF3	1	7.82E-37
FOS	RUNX1	-1	7.81E-37
TRIM28	TRIM28	1	7.76E-37
MYB	NFATC2	1	7.70E-37
FOS	TCF3	-1	7.64E-37
TRIM28	HOXA10	1	7.49E-37
TCFL5	KLF10	1	7.49E-37
FOS	TRIM28	1	7.46E-37
TCFL5	TRIM28	1	7.45E-37
MYB	HOXA10	1	7.42E-37
TCFL5	NFATC2	-1	7.36E-37
FOS	NFATC2	1	7.34E-37
MYB	LMO2	1	7.25E-37
TCFL5	LMO2	1	7.24E-37
TCFL5	HOXA10	-1	7.19E-37
TRIM28	EGR2	-1	7.10E-37
FOS	HOXA10	-1	7.08E-37
SP3	ELK1	-1	7.02E-37
FOS	LMO2	1	7.01E-37
MYB	KLF10	-1	7.01E-37
FOS	KLF10	1	6.94E-37
TRIM28	HOXA13	1	6.90E-37
MYB	HOXA13	1	6.87E-37
SP3	MAFB	-1	6.84E-37
SP3	JUN	-1	6.83E-37
MYB	MYB	1	6.75E-37
TCFL5	HOXA13	1	6.69E-37
FOS	HOXA13	1	6.66E-37
SP3	VDR	1	6.62E-37
TRIM28	MYB	1	6.61E-37
FOS	MYB	-1	6.50E-37
TCFL5	MYB	1	6.48E-37
JUN	MAFB	1	6.33E-37
TCFL5	EGR2	-1	5.88E-37
SP3	PPARD	1	5.83E-37
SP3	TFPT	1	5.75E-37
MYB	EGR2	1	5.65E-37
SP3	SNAI3	-1	5.57E-37
FOS	EGR2	1	5.55E-37
SP3	SPIB	1	5.36E-37
SP3	CBFB	-1	5.06E-37
JUN	VDR	-1	4.98E-37
SP3	FOSB	1	4.79E-37
JUN	PPARD	1	4.72E-37
SP3	MYEF2	1	4.28E-37
SP3	FOS	1	3.95E-37
JUN	FOSB	1	3.73E-37
JUN	SPIB	-1	3.03E-37
SP3	KLF10	1	2.76E-37
JUN	CBFB	-1	2.60E-37
SP3	IRF8	-1	2.35E-37
SP3	SPI1	1	2.31E-37
JUN	KLF10	1	1.93E-37
SP3	UHRF1	1	1.69E-37
SP3	EGR2	1	1.42E-37
SP3	SMAD3	-1	1.34E-37
JUN	ELK1	-1	1.20E-37
JUN	MYEF2	-1	1.15E-37
SP3	SNAI1	1	1.13E-37
JUN	TFPT	1	1.11E-37
SP3	NFE2L1	1	7.57E-38
SP3	CEBPB	1	6.67E-38
SP3	RXRB	1	6.07E-38
JUN	SPI1	-1	5.63E-38
SP3	SMAD4	1	4.35E-38
SP3	CEBPD	1	3.40E-38
SP3	LMO2	1	3.19E-38
JUN	IRF8	-1	2.87E-38
JUN	EGR2	1	1.60E-38
